umbral,porcentaje,densidad,n_componentes,clustering,modularity,n_aristas
0.01,0.5,1.0,1,1.0,0.0,2016
0.02,0.5,1.0,1,1.0,0.0,2016
0.03,0.5,1.0,1,1.0,0.0,2016
0.04,0.5,0.9990079365079365,1,0.9990239375320021,1.1102230246251565e-16,2014
0.05,0.5,0.9905753968253969,1,0.9912744191156909,1.1102230246251565e-16,1997
0.06,0.5,0.9776785714285714,1,0.9804223530539959,0.0,1971
0.07,0.5,0.9573412698412699,1,0.9665348880129028,0.011887433219683774,1930
0.08,0.5,0.9370039682539683,1,0.9525395838271575,0.020440425623143244,1889
0.09,0.5,0.9166666666666666,1,0.9413190015150814,0.028419046682033655,1848
0.1,0.5,0.8968253968253969,1,0.9309328932505352,0.03334598808638106,1808
0.11,0.5,0.8779761904761905,1,0.9209886232759028,0.03632800280889906,1770
0.12,0.5,0.8561507936507936,1,0.9091801194484814,0.03710261168228002,1726
0.13,0.5,0.8343253968253969,1,0.8995687850344266,0.054618850216533454,1682
0.14,0.5,0.8090277777777778,1,0.8878751073687688,0.058552846989336355,1631
0.15,0.5,0.7867063492063492,1,0.8795863335161721,0.07010089067486791,1586
0.16,0.5,0.7638888888888888,1,0.8680694357362402,0.08225333108449995,1540
0.17,0.5,0.7425595238095238,1,0.8585084044506828,0.0918467975809111,1497
0.18,0.5,0.7197420634920635,1,0.8500126481125091,0.09666923308196401,1451
0.19,0.5,0.6989087301587301,1,0.842526885408689,0.10744146546509026,1409
0.2,0.5,0.6815476190476191,1,0.8358366354881303,0.11771085600961079,1374
0.21,0.5,0.6617063492063492,1,0.8287148813205967,0.12350693094232493,1334
0.22,0.5,0.6463293650793651,1,0.8217073158675205,0.13240005206710526,1303
0.23,0.5,0.6195436507936508,1,0.7971468363796638,0.14836496899681473,1249
0.24,0.5,0.5942460317460317,2,0.792733936039598,0.1584677160877478,1198
0.25,0.5,0.5773809523809523,2,0.7883319960197385,0.1655846648008408,1164
0.26,0.5,0.5610119047619048,2,0.78229831719302,0.17046603203193353,1131
0.27,0.5,0.5421626984126984,2,0.7742657805492212,0.17749774201460014,1093
0.28,0.5,0.5257936507936508,2,0.7683233748499154,0.18084416162335346,1060
0.29,0.5,0.5044642857142857,2,0.757820705320051,0.19116900595481534,1017
0.3,0.5,0.4905753968253968,2,0.7511620654696273,0.19823672122365232,989
0.31,0.5,0.4742063492063492,2,0.7472493477460977,0.20485843647695243,956
0.32,0.5,0.4603174603174603,2,0.7410384670865605,0.2027882543103449,928
0.33,0.5,0.4429563492063492,2,0.7343343271692171,0.2067498987396059,893
0.34,0.5,0.42509920634920634,2,0.726009740798516,0.2096136014890074,857
0.35,0.5,0.41021825396825395,2,0.717695088297792,0.21271360038834444,827
0.36,0.5,0.39285714285714285,2,0.7045795720324428,0.2204111825323946,792
0.37,0.5,0.37896825396825395,2,0.6961506946640952,0.22721844932978807,764
0.38,0.5,0.36507936507936506,2,0.693672468607165,0.23147577238894138,736
0.39,0.5,0.35367063492063494,2,0.6878680455108751,0.22567760819404795,713
0.4,0.5,0.34226190476190477,2,0.6834454068648684,0.22858538122243227,690
0.41,0.5,0.32936507936507936,2,0.6743883998429404,0.23799263318333583,664
0.42,0.5,0.32043650793650796,2,0.6607015821250156,0.2518175675028036,646
0.43,0.5,0.30654761904761907,2,0.6515815850997064,0.26118416229406893,618
0.44,0.5,0.29464285714285715,2,0.6547767746104698,0.2671949574306476,594
0.45,0.5,0.28273809523809523,3,0.6378824841456535,0.2710433979686057,570
0.46,0.5,0.26884920634920634,3,0.623541764579191,0.27918499203442215,542
0.47,0.5,0.25793650793650796,3,0.6069873314900158,0.27048631656804734,520
0.48,0.5,0.24801587301587302,3,0.5875303225622757,0.28174200000000005,500
0.49,0.5,0.2371031746031746,5,0.5704584503663838,0.2822867246721871,478
0.5,0.5,0.22668650793650794,5,0.5751419559836006,0.28241217338842894,457
0.51,0.5,0.2177579365079365,5,0.5758740087214015,0.3074989233140135,439
0.52,0.5,0.2078373015873016,6,0.5694232385640002,0.31494751112149055,419
0.53,0.5,0.19940476190476192,6,0.5483890436828879,0.3151871240810871,402
0.54,0.5,0.19444444444444445,7,0.5512916340111707,0.3204686849229488,392
0.55,0.5,0.18700396825396826,7,0.5420744949912844,0.3331410197778075,377
0.56,0.5,0.18204365079365079,7,0.539285765321308,0.3396825278976011,367
0.57,0.5,0.17212301587301587,7,0.5311872568613466,0.34988663638100137,347
0.58,0.5,0.16319444444444445,7,0.5196631195494392,0.34944706719265345,329
0.59,0.5,0.15674603174603174,8,0.4980739038921605,0.3443308364044224,316
0.6,0.5,0.1488095238095238,8,0.5118473943067596,0.38631666666666664,300
0.61,0.5,0.14285714285714285,8,0.4891332385418589,0.37309510030864196,288
0.62,0.5,0.13640873015873015,9,0.45825140483978527,0.38418512396694215,275
0.63,0.5,0.12797619047619047,13,0.4335067245598399,0.38389369629229014,258
0.64,0.5,0.12103174603174603,13,0.4324595951434187,0.3976501612469766,244
0.65,0.5,0.11805555555555555,13,0.434547871450445,0.4072805592825366,238
0.66,0.5,0.11160714285714286,14,0.430643791971917,0.41075555555555554,225
0.67,0.5,0.10317460317460317,15,0.42647396006771005,0.42026858357988167,208
0.68,0.5,0.09375,16,0.4043629981129981,0.4051958231852411,189
0.69,0.5,0.08680555555555555,16,0.37460204725829727,0.4559836734693878,175
0.7,0.5,0.0818452380952381,18,0.38312702922077924,0.4195224977043158,165
0.71,0.5,0.07936507936507936,18,0.38887085137085137,0.46849609375,160
0.72,0.5,0.07291666666666667,18,0.3725198412698413,0.4672358739414133,147
0.73,0.5,0.06994047619047619,19,0.3650545634920635,0.46315577687239073,141
0.74,0.5,0.06746031746031746,20,0.37154017857142857,0.4643436418685121,136
0.75,0.5,0.06349206349206349,21,0.34641617063492064,0.462493896484375,128
0.76,0.5,0.05952380952380952,22,0.33619791666666665,0.4672569444444445,120
0.77,0.5,0.05555555555555555,22,0.288702876984127,0.473373724489796,112
0.78,0.5,0.05009920634920635,23,0.2720982142857143,0.48333496716008234,101
0.79,0.5,0.046130952380952384,23,0.23950892857142858,0.49092380622037224,93
0.8,0.5,0.043154761904761904,24,0.23154761904761906,0.5112300171753204,87
0.01,0.6,1.0,1,1.0,0.0,2016
0.02,0.6,1.0,1,1.0,0.0,2016
0.03,0.6,0.9985119047619048,1,0.9985599078341013,1.1102230246251565e-16,2013
0.04,0.6,0.9846230158730159,1,0.9862377973507278,0.0,1985
0.05,0.6,0.9618055555555556,1,0.969705928519354,0.009415060319635432,1939
0.06,0.6,0.9340277777777778,1,0.9501168245683669,0.022209505684226666,1883
0.07,0.6,0.9077380952380952,1,0.9362314030220312,0.024906685777419474,1830
0.08,0.6,0.8854166666666666,1,0.9258969445470974,0.024488383588729623,1785
0.09,0.6,0.8581349206349206,1,0.9128930113664404,0.044944869524541436,1730
0.1,0.6,0.8318452380952381,1,0.8998872895599119,0.04227457029387391,1677
0.11,0.6,0.8055555555555556,1,0.8875521296887112,0.05489016355650467,1624
0.12,0.6,0.783234126984127,1,0.8783971326303252,0.07124441640419044,1579
0.13,0.6,0.7574404761904762,1,0.8688645504360878,0.0853913555134409,1527
0.14,0.6,0.7351190476190477,1,0.8601406610420959,0.0947326077573254,1482
0.15,0.6,0.7127976190476191,1,0.8511732401138713,0.10042862628930505,1437
0.16,0.6,0.6889880952380952,1,0.8415265356952343,0.10032830202957418,1389
0.17,0.6,0.6681547619047619,1,0.8350066061011215,0.11576882610260425,1347
0.18,0.6,0.6438492063492064,1,0.809377968122165,0.13388827424436311,1298
0.19,0.6,0.621031746031746,2,0.8064881468930873,0.14502419132582756,1252
0.2,0.6,0.6001984126984127,2,0.7997130970916667,0.14926883409603167,1210
0.21,0.6,0.5803571428571429,2,0.7914678887502118,0.15434984293958656,1170
0.22,0.6,0.5595238095238095,2,0.7846015143584449,0.16405621258991,1128
0.23,0.6,0.5431547619047619,2,0.7776724795798843,0.16927712099414105,1095
0.24,0.6,0.5223214285714286,2,0.7684101463965214,0.17185331287895395,1053
0.25,0.6,0.5049603174603174,2,0.7633754820718636,0.17828642393691554,1018
0.26,0.6,0.48660714285714285,2,0.7546943418668958,0.18028317855773457,981
0.27,0.6,0.4697420634920635,2,0.7472362706695099,0.18597103731117776,947
0.28,0.6,0.45287698412698413,2,0.7421498047665825,0.1881271976285107,913
0.29,0.6,0.435515873015873,2,0.7299585841314398,0.19900335199589048,878
0.3,0.6,0.4211309523809524,2,0.7225087103196703,0.20067605344609682,849
0.31,0.6,0.404265873015873,2,0.7150294165953042,0.20658361248071064,815
0.32,0.6,0.3888888888888889,2,0.7064269202689208,0.21346004919825076,784
0.33,0.6,0.37351190476190477,2,0.7011318931716491,0.22439590905964452,753
0.34,0.6,0.35912698412698413,2,0.688093090674162,0.23326897835841398,724
0.35,0.6,0.34771825396825395,2,0.681936283638156,0.23552149873524875,701
0.36,0.6,0.3392857142857143,2,0.6678883196760141,0.24150593344960844,684
0.37,0.6,0.3263888888888889,2,0.6563635186284961,0.24494299757023677,658
0.38,0.6,0.31398809523809523,2,0.6488349798975368,0.24973483175230668,633
0.39,0.6,0.3030753968253968,2,0.6368567413971788,0.25251593132987427,611
0.4,0.6,0.2896825396825397,3,0.6405332050826782,0.26064781150309624,584
0.41,0.6,0.2743055555555556,4,0.6234290968211472,0.26033896974909176,553
0.42,0.6,0.26339285714285715,4,0.6226534024008851,0.2621621429914066,531
0.43,0.6,0.25148809523809523,5,0.6155775264297753,0.26436982832067035,507
0.44,0.6,0.23958333333333334,5,0.592968635105468,0.28127129868960815,483
0.45,0.6,0.23015873015873015,6,0.5841498243618042,0.2849727816587396,464
0.46,0.6,0.22123015873015872,6,0.5832724963503522,0.2955946228558789,446
0.47,0.6,0.21577380952380953,6,0.5696364069598291,0.30800105694279295,435
0.48,0.6,0.20982142857142858,6,0.562487906055702,0.3112323882657367,423
0.49,0.6,0.2003968253968254,7,0.5584941820476024,0.31012584550534267,404
0.5,0.6,0.19345238095238096,7,0.5526948808616302,0.3199375410913872,390
0.51,0.6,0.18601190476190477,7,0.553319256200017,0.3162062222222222,375
0.52,0.6,0.1775793650793651,7,0.5351435786024896,0.31853718672950276,358
0.53,0.6,0.1701388888888889,8,0.5187127755570472,0.3342314851804945,343
0.54,0.6,0.1626984126984127,8,0.5203173719842454,0.3375641359309934,328
0.55,0.6,0.15625,9,0.4996466446350347,0.3342554799697657,315
0.56,0.6,0.14831349206349206,10,0.4548872662371598,0.35314481940917886,299
0.57,0.6,0.14136904761904762,12,0.4653786198375498,0.3810957217605417,285
0.58,0.6,0.1359126984126984,13,0.44705412165019365,0.3820328733550003,274
0.59,0.6,0.12896825396825398,14,0.4431400041307162,0.38604289940828407,260
0.6,0.6,0.12648809523809523,14,0.44555976345957965,0.3730026912725874,255
0.61,0.6,0.11904761904761904,15,0.44849638719124013,0.39717881944444444,240
0.62,0.6,0.1130952380952381,17,0.4527551441613942,0.4002481532779317,228
0.63,0.6,0.10615079365079365,17,0.427246278027528,0.40198925670364216,214
0.64,0.6,0.09871031746031746,17,0.40100203615828617,0.419648493724906,199
0.65,0.6,0.09077380952380952,18,0.38408258408258406,0.44717668488160284,183
0.66,0.6,0.08779761904761904,18,0.3853760822510822,0.4537808420313447,177
0.67,0.6,0.08333333333333333,18,0.387102741008991,0.45216836734693877,168
0.68,0.6,0.07688492063492064,19,0.3831225198412698,0.45694068678459937,155
0.69,0.6,0.07390873015873016,19,0.37625698953823955,0.4575694788523039,149
0.7,0.6,0.06845238095238096,21,0.36724950396825395,0.44470699432892247,138
0.71,0.6,0.06646825396825397,21,0.3496155753968254,0.45433281354421917,134
0.72,0.6,0.06349206349206349,22,0.3402777777777778,0.450775146484375,128
0.73,0.6,0.05952380952380952,22,0.3292782738095238,0.4454166666666667,120
0.74,0.6,0.05505952380952381,22,0.28895089285714287,0.4545491437383329,111
0.75,0.6,0.052083333333333336,22,0.25613839285714285,0.46258503401360546,105
0.76,0.6,0.04712301587301587,23,0.25293898809523807,0.48930747922437673,95
0.77,0.6,0.04513888888888889,23,0.2421875,0.4885883347421809,91
0.78,0.6,0.03968253968253968,25,0.2402529761904762,0.52171875,80
0.79,0.6,0.03670634920634921,26,0.19419642857142858,0.504291453615778,74
0.8,0.6,0.031746031746031744,27,0.13333333333333333,0.533203125,64
0.01,0.7,1.0,1,1.0,0.0,2016
0.02,0.7,0.9995039682539683,1,0.9995039682539683,0.0,2015
0.03,0.7,0.9756944444444444,1,0.979588181629274,0.003177362939958253,1967
0.04,0.7,0.941468253968254,1,0.9556151173949262,0.018089031657748555,1898
0.05,0.7,0.9072420634920635,1,0.9360976045435757,0.030080792385361738,1829
0.06,0.7,0.878968253968254,1,0.9222753588181686,0.02471095394116654,1772
0.07,0.7,0.845734126984127,1,0.9072582712421197,0.03713349558397336,1705
0.08,0.7,0.8174603174603174,1,0.8944905073875837,0.05205909339947215,1648
0.09,0.7,0.7886904761904762,1,0.8823016045801634,0.06981052964677026,1590
0.1,0.7,0.7534722222222222,1,0.8684379432861173,0.0869140112882206,1519
0.11,0.7,0.7266865079365079,1,0.8578130773830258,0.07854162541206067,1465
0.12,0.7,0.7053571428571429,1,0.8527633145367204,0.10466627499154338,1422
0.13,0.7,0.6765873015873016,1,0.8401737593450677,0.10949741359293433,1364
0.14,0.7,0.6453373015873016,2,0.8153385674591616,0.13268189017967025,1301
0.15,0.7,0.6245039682539683,2,0.808539220148806,0.13895662114428217,1259
0.16,0.7,0.5942460317460317,2,0.8010818627153032,0.14773927608897405,1198
0.17,0.7,0.5724206349206349,2,0.7907152925875203,0.15507773429169583,1154
0.18,0.7,0.5565476190476191,2,0.7847157933654906,0.1562141547592947,1122
0.19,0.7,0.5372023809523809,2,0.7786791827947159,0.16143855045106567,1083
0.2,0.7,0.5173611111111112,2,0.7737066592368205,0.17027547021691428,1043
0.21,0.7,0.49702380952380953,2,0.7619746325068103,0.1737702240230119,1002
0.22,0.7,0.4791666666666667,2,0.7556236663080295,0.1762529523466602,966
0.23,0.7,0.45634920634920634,2,0.7465305146843916,0.17998523156899818,920
0.24,0.7,0.43898809523809523,2,0.7423467601584687,0.19246512815602157,885
0.25,0.7,0.42410714285714285,2,0.730521675338144,0.1924386990868985,855
0.26,0.7,0.4037698412698413,2,0.7180201266777677,0.19871611057114744,814
0.27,0.7,0.3913690476190476,2,0.7032677110714448,0.20473044282843475,789
0.28,0.7,0.375,2,0.6921457023979285,0.2121362433862434,756
0.29,0.7,0.36160714285714285,2,0.6840927564518301,0.21668915269992342,729
0.3,0.7,0.3472222222222222,2,0.6742734877079045,0.22514183673469398,700
0.31,0.7,0.33482142857142855,2,0.6540043528660262,0.23240054869684504,675
0.32,0.7,0.3253968253968254,4,0.6503465533523869,0.2367115463265913,656
0.33,0.7,0.31398809523809523,4,0.6497835721865158,0.2427655862776368,633
0.34,0.7,0.2996031746031746,4,0.6488811288485081,0.24505367089162752,604
0.35,0.7,0.29017857142857145,4,0.6452458542393286,0.24460954050697636,585
0.36,0.7,0.2708333333333333,4,0.5913831756965505,0.2490775402863315,546
0.37,0.7,0.2604166666666667,5,0.5902638920532441,0.25107845804988665,525
0.38,0.7,0.251984126984127,5,0.5800243936179251,0.26685434620869236,508
0.39,0.7,0.24156746031746032,6,0.5551412850053343,0.2669910485771749,487
0.4,0.7,0.23214285714285715,6,0.5490011797942022,0.2728993169698298,468
0.41,0.7,0.2251984126984127,6,0.5464872294204487,0.27991761920471964,454
0.42,0.7,0.21428571428571427,6,0.5468279273189507,0.29213552383401925,432
0.43,0.7,0.20734126984126985,7,0.5248331096115749,0.2915083216959319,418
0.44,0.7,0.20188492063492064,7,0.5187314219901883,0.3001617878767756,407
0.45,0.7,0.19692460317460317,8,0.5181113916643493,0.3104549867076119,397
0.46,0.7,0.1884920634920635,9,0.5225079934631502,0.3177285318559557,380
0.47,0.7,0.18055555555555555,9,0.5018250280666466,0.29477493660185966,364
0.48,0.7,0.17063492063492064,10,0.4894868820727365,0.3230631422390481,344
0.49,0.7,0.16567460317460317,11,0.4848126880912775,0.3197900605973682,334
0.5,0.7,0.15922619047619047,13,0.4714580897956962,0.31789773002979393,321
0.51,0.7,0.15228174603174602,13,0.46597843805661143,0.3611231949410604,307
0.52,0.7,0.1463293650793651,15,0.46458834168175306,0.3507210571674806,295
0.53,0.7,0.1388888888888889,15,0.4705991767681493,0.3736734693877551,280
0.54,0.7,0.13442460317460317,15,0.4534108983122141,0.37366729755858447,271
0.55,0.7,0.1284722222222222,15,0.45176207320049233,0.37812495341452873,259
0.56,0.7,0.12400793650793651,15,0.44215931892862037,0.37872,250
0.57,0.7,0.12003968253968254,17,0.4597795612271715,0.37138856635475725,242
0.58,0.7,0.11408730158730158,18,0.4473970524981554,0.37168241965973536,230
0.59,0.7,0.10664682539682539,19,0.4280085366022866,0.3870308274743104,215
0.6,0.7,0.10069444444444445,19,0.40595068993506495,0.41247057681574417,203
0.61,0.7,0.09375,19,0.3882094468031968,0.4234763864393494,189
0.62,0.7,0.0882936507936508,19,0.3962409985847486,0.44355195051129914,178
0.63,0.7,0.08234126984126984,19,0.3942787247474747,0.45520031934968797,166
0.64,0.7,0.0798611111111111,19,0.3871685606060606,0.42741406581536207,161
0.65,0.7,0.0744047619047619,21,0.3880106872294372,0.4534000000000001,150
0.66,0.7,0.06994047619047619,21,0.37938988095238096,0.450882752376641,141
0.67,0.7,0.06746031746031746,21,0.353546626984127,0.4497999567474048,136
0.68,0.7,0.06448412698412699,22,0.3583457341269841,0.44943786982248524,130
0.69,0.7,0.061507936507936505,22,0.3426835317460317,0.4522307492195629,124
0.7,0.7,0.05654761904761905,22,0.31066468253968255,0.4637196060326254,114
0.71,0.7,0.053075396825396824,22,0.2670386904761905,0.4648440911870032,107
0.72,0.7,0.050595238095238096,23,0.2658110119047619,0.47673971549404076,102
0.73,0.7,0.04712301587301587,23,0.24103422619047618,0.48027700831024933,95
0.74,0.7,0.04265873015873016,24,0.21867559523809524,0.5047998918334234,86
0.75,0.7,0.039186507936507936,25,0.2034970238095238,0.49286973241467713,79
0.76,0.7,0.03670634920634921,25,0.19114583333333332,0.5110482103725347,74
0.77,0.7,0.03373015873015873,28,0.1515625,0.49945934256055363,68
0.78,0.7,0.02976190476190476,28,0.11979166666666666,0.5226388888888889,60
0.79,0.7,0.025793650793650792,30,0.10572916666666667,0.5617603550295859,52
0.8,0.7,0.021825396825396824,32,0.044270833333333336,0.549845041322314,44
0.01,0.8,1.0,1,1.0,0.0,2016
0.02,0.8,0.9786706349206349,1,0.9813182572999875,0.0,1973
0.03,0.8,0.9246031746031746,1,0.9455996251461483,0.024972830591832557,1864
0.04,0.8,0.8784722222222222,1,0.9215918704955773,0.024595233897274,1771
0.05,0.8,0.8377976190476191,1,0.9027035948127516,0.056930208036467644,1689
0.06,0.8,0.8005952380952381,1,0.8869914460817948,0.05745882143389083,1614
0.07,0.8,0.7619047619047619,1,0.8728461555156913,0.08110809326171875,1536
0.08,0.8,0.7261904761904762,1,0.859447708361805,0.08607653819164499,1464
0.09,0.8,0.6919642857142857,1,0.8495277797488938,0.10579925746072119,1395
0.1,0.8,0.660218253968254,1,0.8360153118438296,0.11090642659214109,1331
0.11,0.8,0.6284722222222222,2,0.8097700492859573,0.13516818466955172,1267
0.12,0.8,0.6011904761904762,2,0.8026340482904021,0.1397194174863031,1212
0.13,0.8,0.5694444444444444,2,0.7919341457601976,0.15141580873872454,1148
0.14,0.8,0.5456349206349206,2,0.7848482073122872,0.15916322314049589,1100
0.15,0.8,0.5257936507936508,2,0.7783457555191804,0.16510101459594154,1060
0.16,0.8,0.49950396825396826,2,0.7637614075863582,0.17318886957139162,1007
0.17,0.8,0.48462301587301587,2,0.7584365126350145,0.16641244006206204,977
0.18,0.8,0.45882936507936506,2,0.7456026260595435,0.1738267348429511,925
0.19,0.8,0.43898809523809523,2,0.732317339800514,0.17808228797599665,885
0.2,0.8,0.4166666666666667,2,0.7302543235067394,0.19067389455782316,840
0.21,0.8,0.3993055555555556,2,0.7055500805769062,0.19072335172254157,805
0.22,0.8,0.38492063492063494,2,0.7013108415864495,0.19224196912530547,776
0.23,0.8,0.3680555555555556,2,0.6926640916385389,0.20518504660675232,742
0.24,0.8,0.3521825396825397,2,0.6894295111038913,0.21098095615949217,710
0.25,0.8,0.34077380952380953,3,0.6673010181081331,0.21564445969968363,687
0.26,0.8,0.3273809523809524,3,0.6574792609970673,0.22724173553719013,660
0.27,0.8,0.3115079365079365,4,0.6596957526198483,0.23013230759868558,628
0.28,0.8,0.30257936507936506,4,0.6412312383243839,0.22977828540714854,610
0.29,0.8,0.2906746031746032,4,0.6434097910853048,0.2461065358944193,586
0.3,0.8,0.279265873015873,4,0.6233393263554782,0.22941202451974804,563
0.31,0.8,0.2673611111111111,5,0.5763699772656177,0.24831251441376007,539
0.32,0.8,0.2604166666666667,5,0.5712149707609252,0.2550421768707483,525
0.33,0.8,0.25049603174603174,6,0.582681676624085,0.26047642388001174,505
0.34,0.8,0.23809523809523808,7,0.5649940341167068,0.25962890624999996,480
0.35,0.8,0.22668650793650794,8,0.581617934808197,0.27485647525245505,457
0.36,0.8,0.21875,8,0.551784251535664,0.2827602696407362,441
0.37,0.8,0.21081349206349206,10,0.5351021465457817,0.2876262975778547,425
0.38,0.8,0.2003968253968254,10,0.5178442100043047,0.2943706499362808,404
0.39,0.8,0.19146825396825398,11,0.5149731801050219,0.3064948052296706,386
0.4,0.8,0.18998015873015872,12,0.5131180111808182,0.30269140835372793,383
0.41,0.8,0.18353174603174602,12,0.49599501635074855,0.3143170197224252,370
0.42,0.8,0.17609126984126985,14,0.49277853043401276,0.3171315215235072,355
0.43,0.8,0.16964285714285715,14,0.48263126241719423,0.3123225949864916,342
0.44,0.8,0.16567460317460317,15,0.47965013402172674,0.31464018071641153,334
0.45,0.8,0.1572420634920635,16,0.4856950080900352,0.30703858133726075,317
0.46,0.8,0.14930555555555555,16,0.48557836333450694,0.34937252348208075,301
0.47,0.8,0.1433531746031746,16,0.46951185531874384,0.3630404329450079,289
0.48,0.8,0.13988095238095238,17,0.4729093050965632,0.36312936975001253,282
0.49,0.8,0.13442460317460317,17,0.4708160389661938,0.3548562791900982,271
0.5,0.8,0.13045634920634921,17,0.4534021819952064,0.3634287036099987,263
0.51,0.8,0.125,17,0.45361109666692095,0.3636700050390526,252
0.52,0.8,0.12053571428571429,17,0.45714141675103365,0.36569628613524363,243
0.53,0.8,0.11557539682539683,18,0.45079013357965564,0.3665843909447586,233
0.54,0.8,0.1111111111111111,18,0.4476317136703166,0.3627331792091837,224
0.55,0.8,0.10466269841269842,19,0.4489220415001665,0.3834033377507243,211
0.56,0.8,0.09672619047619048,19,0.4160903332778333,0.4016173570019724,195
0.57,0.8,0.09325396825396826,19,0.39979170135420133,0.3938999547306473,188
0.58,0.8,0.0873015873015873,19,0.3879568348318348,0.4005036157024793,176
0.59,0.8,0.08134920634920635,21,0.3870494089244089,0.38661882807852466,164
0.6,0.8,0.07490079365079365,22,0.39112103174603174,0.43162580588570676,151
0.61,0.8,0.07142857142857142,22,0.38542455808080806,0.4546923225308642,144
0.62,0.8,0.0689484126984127,22,0.37797619047619047,0.4497438020806377,139
0.63,0.8,0.06498015873015874,22,0.38096478174603177,0.450177728570596,131
0.64,0.8,0.06349206349206349,22,0.3665178571428571,0.448455810546875,128
0.65,0.8,0.059027777777777776,22,0.30359623015873016,0.4684697408375115,119
0.66,0.8,0.05555555555555555,23,0.3053199404761905,0.450733418367347,112
0.67,0.8,0.051587301587301584,23,0.2696800595238095,0.4593657544378698,104
0.68,0.8,0.04861111111111111,23,0.2636532738095238,0.4669408579758434,98
0.69,0.8,0.04662698412698413,23,0.24702380952380953,0.4863060208239022,94
0.7,0.8,0.0441468253968254,24,0.2480282738095238,0.46932205529604853,89
0.71,0.8,0.039186507936507936,25,0.17239583333333333,0.4802115045665759,79
0.72,0.8,0.03571428571428571,27,0.16354166666666667,0.49980709876543206,72
0.73,0.8,0.03373015873015873,28,0.15416666666666667,0.503135813148789,68
0.74,0.8,0.032242063492063495,28,0.14583333333333334,0.5144378698224853,65
0.75,0.8,0.027281746031746032,29,0.11770833333333333,0.5705785123966941,55
0.76,0.8,0.0248015873015873,30,0.09166666666666666,0.5404,50
0.77,0.8,0.018849206349206348,34,0.0234375,0.5882963988919667,38
0.78,0.8,0.015376984126984126,37,0.0234375,0.6305931321540061,31
0.79,0.8,0.012896825396825396,40,0.0,0.6494082840236687,26
0.8,0.8,0.009424603174603174,46,0.0,0.6468144044321329,19
